                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.816,                 4.2382,                 4.3044,                      0,                      0,                      0,                      0,                      0,                 69.654,                      0,             0.00028339,             0.00028339,             0.00028339
                      2,                 3.8455,                 4.2032,                 4.2338,                      0,                      0,                      0,                      0,                      0,                 68.685,                      0,             0.00055457,             0.00055457,             0.00055457
